# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4M of event 'cycles:ppp'
# Event count (approx.): 7488323981209
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-32205.map       [.] src_0x1e57bc
     0.00%  translator  perf-32205.map       [.] src_0xdd27c
     0.00%  translator  [nfs]                [k] nfs_key_timeout_notify
     0.00%  translator  perf-32205.map       [.] src_0x2a64e8
     0.00%  translator  [tg3]                [k] tg3_msi_1shot
     0.00%  translator  perf-32205.map       [.] src_0x189bb4
     0.00%  translator  perf-32205.map       [.] src_0x523a18
     0.00%  translator  perf-32205.map       [.] src_0x161f14
     0.00%  translator  perf-32205.map       [.] src_0x518248
     0.00%  translator  [tg3]                [k] tg3_poll_msix
     0.00%  translator  perf-32205.map       [.] src_0x3512c8
     0.00%  translator  perf-32205.map       [.] src_0xdd304
     0.00%  translator  perf-32205.map       [.] src_0x50eeac
     0.00%  translator  perf-32205.map       [.] src_0x2f76cc
     0.00%  translator  [bonding]            [k] ad_rx_machine
     0.00%  translator  perf-32205.map       [.] src_0x27c704
     0.00%  translator  perf-32205.map       [.] src_0xf69d4
     0.00%  translator  perf-32205.map       [.] src_0x1626b4
     0.00%  translator  perf-32205.map       [.] src_0x12d2cc
     0.00%  translator  perf-32205.map       [.] src_0x5478e0
     0.00%  translator  perf-32205.map       [.] src_0x4d45f4
     0.00%  translator  [kernel.kallsyms]    [k] page_frag_free
     0.00%  translator  perf-32205.map       [.] src_0x1146e0
     0.00%  translator  perf-32205.map       [.] src_0x546508
     0.00%  translator  perf-32205.map       [.] src_0x36e4c
     0.00%  translator  perf-32205.map       [.] src_0x361f0
     0.00%  translator  perf-32205.map       [.] src_0x547310
     0.00%  translator  perf-32205.map       [.] src_0x5218c8
     0.00%  translator  perf-32205.map       [.] src_0x368280
     0.00%  translator  perf-32205.map       [.] src_0x3dbd10
     0.00%  translator  perf-32205.map       [.] src_0x1e589c
     0.00%  translator  perf-32205.map       [.] src_0x5628b8
     0.00%  translator  perf-32205.map       [.] src_0x546910
     0.00%  translator  perf-32205.map       [.] src_0x17b5cc
     0.00%  translator  perf-32205.map       [.] src_0x5472bc
     0.00%  translator  perf-32205.map       [.] src_0x5185d4
     0.00%  translator  perf-32205.map       [.] src_0x1e5ca0
     0.00%  translator  perf-32205.map       [.] src_0x27c6f0
     0.00%  translator  perf-32205.map       [.] src_0x9be80
     0.00%  translator  perf-32205.map       [.] src_0x50d7f0
     0.00%  translator  perf-32205.map       [.] src_0x2c58c0
     0.00%  translator  perf-32205.map       [.] src_0x363824
     0.00%  translator  perf-32205.map       [.] src_0x518b00
     0.00%  translator  perf-32205.map       [.] src_0x546e54
     0.00%  translator  perf-32205.map       [.] src_0xdd26c
     0.00%  translator  perf-32205.map       [.] src_0x3cfd08
     0.00%  translator  perf-32205.map       [.] src_0x16269c
     0.00%  translator  perf-32205.map       [.] src_0xd21d8
     0.00%  translator  perf-32205.map       [.] src_0x547444
     0.00%  translator  perf-32205.map       [.] src_0xe9268
     0.00%  translator  perf-32205.map       [.] src_0x28247c
     0.00%  translator  perf-32205.map       [.] src_0x50f0fc
     0.00%  translator  perf-32205.map       [.] src_0x10fb88
     0.00%  translator  perf-32205.map       [.] src_0x209e64
     0.00%  translator  perf-32205.map       [.] src_0x547f30
     0.00%  translator  perf-32205.map       [.] src_0x281384
     0.00%  translator  perf-32205.map       [.] src_0x1423e4
     0.00%  translator  perf-32205.map       [.] src_0xdd4c0
     0.00%  translator  perf-32205.map       [.] src_0x17ccdc
     0.00%  translator  perf-32205.map       [.] src_0x2a36b8
     0.00%  translator  perf-32205.map       [.] src_0xf569c
     0.00%  translator  perf-32205.map       [.] src_0xed1c0
     0.00%  translator  perf-32205.map       [.] src_0x1a33e0
     0.00%  translator  perf-32205.map       [.] src_0xa192c
     0.00%  translator  perf-32205.map       [.] src_0x280188
     0.00%  translator  perf-32205.map       [.] src_0x547bc0
     0.00%  translator  perf-32205.map       [.] src_0x33f4c0
     0.00%  translator  perf-32205.map       [.] src_0x27f904
     0.00%  translator  perf-32205.map       [.] src_0x39d278
     0.00%  translator  perf-32205.map       [.] src_0x113e3c
     0.00%  translator  perf-32205.map       [.] src_0x513874
     0.00%  translator  perf-32205.map       [.] src_0x39d2cc
     0.00%  translator  perf-32205.map       [.] src_0x282fb0
     0.00%  translator  perf-32205.map       [.] src_0x2b3d90
     0.00%  translator  perf-32205.map       [.] src_0x28244c
     0.00%  translator  perf-32205.map       [.] src_0x547f28
     0.00%  translator  perf-32205.map       [.] src_0x17b5ac
     0.00%  translator  perf-32205.map       [.] src_0xdcd78
     0.00%  translator  perf-32205.map       [.] src_0x10fdf4
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_from_task
     0.00%  translator  perf-32205.map       [.] src_0x514c68
     0.00%  translator  perf-32205.map       [.] src_0x29a5a4
     0.00%  translator  perf-32205.map       [.] src_0xd333c
     0.00%  translator  perf-32205.map       [.] src_0x526868
     0.00%  translator  perf-32205.map       [.] src_0x27c6d8
     0.00%  translator  perf-32205.map       [.] src_0x13dbdc
     0.00%  translator  perf-32205.map       [.] src_0x5478b0
     0.00%  translator  perf-32205.map       [.] src_0x545f7c
     0.00%  translator  perf-32205.map       [.] src_0x3637e8
     0.00%  translator  perf-32205.map       [.] src_0x33fd68
     0.00%  translator  perf-32205.map       [.] src_0x3cd4a0
     0.00%  translator  perf-32205.map       [.] src_0x50f644
     0.00%  translator  perf-32205.map       [.] src_0x30994
     0.00%  translator  perf-32205.map       [.] src_0x525220
     0.00%  translator  perf-32205.map       [.] src_0x3dce40
     0.00%  translator  perf-32205.map       [.] src_0x1e5cac
     0.00%  translator  perf-32205.map       [.] src_0x16071c
     0.00%  translator  perf-32205.map       [.] src_0x137a50
     0.00%  translator  perf-32205.map       [.] src_0xd12a4
     0.00%  translator  perf-32205.map       [.] src_0x52f804
     0.00%  translator  perf-32205.map       [.] src_0x4f0ce4
     0.00%  translator  perf-32205.map       [.] src_0x363928
     0.00%  translator  perf-32205.map       [.] src_0x3ba440
     0.00%  translator  perf-32205.map       [.] src_0xe1e84
     0.00%  translator  perf-32205.map       [.] src_0xe94e4
     0.00%  translator  perf-32205.map       [.] src_0x1e5954
     0.00%  translator  perf-32205.map       [.] src_0xd3470
     0.00%  translator  perf-32205.map       [.] src_0xf6a3c
     0.00%  translator  perf-32205.map       [.] src_0x2824a8
     0.00%  translator  perf-32205.map       [.] src_0x2813b0
     0.00%  translator  perf-32205.map       [.] src_0x5137a4
     0.00%  translator  [kernel.kallsyms]    [k] native_set_pte_at
     0.00%  translator  perf-32205.map       [.] src_0x2a68d4
     0.00%  translator  perf-32205.map       [.] src_0x27ce0c
     0.00%  translator  perf-32205.map       [.] src_0x39d344
     0.00%  translator  perf-32205.map       [.] src_0x14247c
     0.00%  translator  perf-32205.map       [.] src_0x1e5a28
     0.00%  translator  perf-32205.map       [.] src_0x33f4b0
     0.00%  translator  perf-32205.map       [.] src_0x31a700
     0.00%  translator  perf-32205.map       [.] src_0x1e5a54
     0.00%  translator  perf-32205.map       [.] src_0x14491c
     0.00%  translator  perf-32205.map       [.] src_0x2c88b8
     0.00%  translator  perf-32205.map       [.] src_0x142458
     0.00%  translator  perf-32205.map       [.] src_0xdd258
     0.00%  translator  perf-32205.map       [.] src_0xdd29c
     0.00%  translator  [kernel.kallsyms]    [k] policy_nodemask
     0.00%  translator  perf-32205.map       [.] src_0xd13d8
     0.00%  translator  perf-32205.map       [.] src_0x28246c
     0.00%  translator  translator           [.] translate_XOR
     0.00%  translator  perf-32205.map       [.] src_0x17dc3c
     0.00%  translator  translator           [.] mmap
     0.00%  translator  translator           [.] dprintf
     0.00%  translator  [kernel.kallsyms]    [k] from_kprojid
     0.00%  translator  [kernel.kallsyms]    [k] ext4_inode_csum_set
     0.00%  translator  [kernel.kallsyms]    [k] new_sync_write
     0.00%  translator  [kernel.kallsyms]    [k] ext4_journal_check_start
     0.00%  translator  [kernel.kallsyms]    [k] timespec_trunc
     0.00%  translator  [kernel.kallsyms]    [k] policy_node
     0.00%  translator  [kernel.kallsyms]    [k] uncharge_batch
     0.00%  translator  perf-32205.map       [.] src_0x265b54
     0.00%  translator  [kernel.kallsyms]    [k] aa_file_perm
     0.00%  translator  [kernel.kallsyms]    [k] cap_vm_enough_memory
     0.00%  translator  [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  translator  [kernel.kallsyms]    [k] cap_mmap_file
     0.00%  translator  [kernel.kallsyms]    [k] file_remove_privs
     0.00%  translator  [kernel.kallsyms]    [k] __sb_end_write
     0.00%  translator  [kernel.kallsyms]    [k] security_mmap_file
     0.00%  translator  [kernel.kallsyms]    [k] vma_compute_subtree_gap
     0.00%  translator  perf-32205.map       [.] src_0x266564
     0.00%  translator  perf-32205.map       [.] src_0x183c2c
     0.00%  translator  [kernel.kallsyms]    [k] vm_mmap_pgoff
     0.00%  translator  perf-32205.map       [.] src_0x2653e4
     0.00%  translator  perf-32205.map       [.] src_0x266534
     0.00%  translator  perf-32205.map       [.] src_0x2653f8
     0.00%  translator  perf-32205.map       [.] src_0x2c7bb0
     0.00%  translator  perf-32205.map       [.] src_0x266548
     0.00%  translator  perf-32205.map       [.] src_0x3c9818
     0.00%  translator  perf-32205.map       [.] src_0x108104
     0.00%  translator  perf-32205.map       [.] src_0x363d1c
     0.00%  translator  [kernel.kallsyms]    [k] __vma_link_rb
     0.00%  translator  perf-32205.map       [.] src_0x161be4
     0.00%  translator  perf-32205.map       [.] src_0x5302f8
     0.00%  translator  perf-32205.map       [.] src_0x17b5ec
     0.00%  translator  perf-32205.map       [.] src_0x183c18
     0.00%  translator  [kernel.kallsyms]    [k] perf_output_begin
     0.00%  translator  perf-32205.map       [.] src_0x3c9770
     0.00%  translator  perf-32205.map       [.] src_0x12d5f8
     0.00%  translator  perf-32205.map       [.] src_0x513cc4
     0.00%  translator  perf-32205.map       [.] src_0x52f2e8
     0.00%  translator  [kernel.kallsyms]    [k] jbd2_journal_get_write_access
     0.00%  translator  perf-32205.map       [.] src_0x3d36a4
     0.00%  translator  perf-32205.map       [.] src_0x1619b0
     0.00%  translator  perf-32205.map       [.] src_0x2c4190
     0.00%  translator  perf-32205.map       [.] src_0x9b3f4
     0.00%  translator  perf-32205.map       [.] src_0x207fac
     0.00%  translator  [kernel.kallsyms]    [k] perf_event_mmap
     0.00%  translator  perf-32205.map       [.] src_0x183938
     0.00%  translator  perf-32205.map       [.] src_0x17cc7c
     0.00%  translator  perf-32205.map       [.] src_0x17cdf8
     0.00%  translator  perf-32205.map       [.] src_0x519410
     0.00%  translator  perf-32205.map       [.] src_0x17cd7c
     0.00%  translator  translator           [.] log_asm_in
     0.00%  translator  perf-32205.map       [.] src_0xa508c
     0.00%  translator  [kernel.kallsyms]    [k] find_next_bit
     0.00%  translator  [nfs]                [k] nfs_create_request.part.16
     0.00%  translator  perf-32205.map       [.] src_0x50d824
     0.00%  translator  perf-32205.map       [.] src_0x5479ec
     0.00%  translator  perf-32205.map       [.] src_0x2b1184
     0.00%  translator  perf-32205.map       [.] src_0x2c4304
     0.00%  translator  translator           [.] dispatch_instr
     0.00%  translator  perf-32205.map       [.] src_0x5468e0
     0.00%  translator  perf-32205.map       [.] src_0xdb38c
     0.00%  translator  [kernel.kallsyms]    [k] account_entity_dequeue
     0.00%  translator  perf-32205.map       [.] src_0x363c1c
     0.00%  translator  [kernel.kallsyms]    [k] enqueue_entity
     0.00%  translator  perf-32205.map       [.] src_0x15e934
     0.00%  translator  perf-32205.map       [.] src_0x2068dc
     0.00%  translator  perf-32205.map       [.] src_0x2c295c
     0.00%  translator  perf-32205.map       [.] src_0x3c97d4
     0.00%  translator  [kernel.kallsyms]    [k] account_page_dirtied
     0.00%  translator  perf-32205.map       [.] src_0x518878
     0.00%  translator  perf-32205.map       [.] src_0xa047c
     0.00%  translator  perf-32205.map       [.] src_0x32ec4
     0.00%  translator  perf-32205.map       [.] src_0x2c81a8
     0.00%  translator  perf-32205.map       [.] src_0x3b3560
     0.00%  translator  [kernel.kallsyms]    [k] __alloc_skb
     0.00%  translator  perf-32205.map       [.] src_0x2c4300
     0.00%  translator  perf-32205.map       [.] src_0x437c98
     0.00%  translator  perf-32205.map       [.] src_0x12f5f8
     0.00%  translator  perf-32205.map       [.] src_0x17b594
     0.00%  translator  perf-32205.map       [.] src_0x2c41e8
     0.00%  translator  perf-32205.map       [.] src_0x17ce98
     0.00%  translator  perf-32205.map       [.] src_0xdd4f8
     0.00%  translator  [kernel.kallsyms]    [k] tick_sched_handle
     0.00%  translator  perf-32205.map       [.] src_0x548308
     0.00%  translator  perf-32205.map       [.] src_0x2c4354
     0.00%  translator  [kernel.kallsyms]    [k] free_unref_page_commit
     0.00%  translator  perf-32205.map       [.] src_0x2c74f8
     0.00%  translator  perf-32205.map       [.] src_0x305b04
     0.00%  translator  perf-32205.map       [.] src_0xe20b4
     0.00%  translator  perf-32205.map       [.] src_0x54789c
     0.00%  translator  [kernel.kallsyms]    [k] __vfs_write
     0.00%  translator  perf-32205.map       [.] src_0x12d634
     0.00%  translator  perf-32205.map       [.] src_0x530300
     0.00%  translator  perf-32205.map       [.] src_0xe3118
     0.00%  translator  perf-32205.map       [.] src_0x522de4
     0.00%  translator  perf-32205.map       [.] src_0x523ad0
     0.00%  translator  perf-32205.map       [.] src_0x15e8dc
     0.00%  translator  perf-32205.map       [.] src_0x50f298
     0.00%  translator  perf-32205.map       [.] src_0x54653c
     0.00%  translator  perf-32205.map       [.] src_0xa03d0
     0.00%  translator  perf-32205.map       [.] src_0x50f150
     0.00%  translator  perf-32205.map       [.] src_0x2abe5c
     0.00%  translator  perf-32205.map       [.] src_0x2c43ac
     0.00%  translator  perf-32205.map       [.] src_0xdd4f0
     0.00%  translator  [kernel.kallsyms]    [k] account_entity_enqueue
     0.00%  translator  perf-32205.map       [.] src_0xdd150
     0.00%  translator  perf-32205.map       [.] src_0x30609c
     0.00%  translator  perf-32205.map       [.] src_0x17c794
     0.00%  translator  perf-32205.map       [.] src_0x36e5c
     0.00%  translator  perf-32205.map       [.] src_0x5478ec
     0.00%  translator  [kernel.kallsyms]    [k] __enqueue_entity
     0.00%  translator  perf-32205.map       [.] src_0x12d61c
     0.00%  translator  perf-32205.map       [.] src_0x2c57e0
     0.00%  translator  perf-32205.map       [.] src_0x2c591c
